"locID","CNN","xLoc","yLoc","LocationDescription","curbReturnLoc","positionOnReturn","Latitude","Longitude","LastUpdate","InvenID","conditionScore","detectableSurf","vitalFacilities","heavyTraffic","lipTooHigh","probStreetMeetCR","possBasementObstacle","signalPoleInWing","catchBasinFrontOfCR","insideCrosswalk","surfCond","slopeWing","flushToCorner","colorContrast","paintedRed","topClearance","sideClearance","CRTooNarrow","levelLandTop","levelLandBottom","slopeRangeID","crPossible","crExist","Location"
"27484000-NW-Left-BT","27484000","5991645.34423","2113461.74944","CLEMENT ST: PARK PRESIDIO BLVD intersection","NW","Left","37.78257852392","-122.4724510613","2020 Nov 10 06:44:16 AM","42111","79","1","1","1","0",,"0","0","0","1","1","1",,"1",,,,"1","0","0","1",,"1","    (37.78257852392444, -122.47245106130316)"
"24302000-N-Right","24302000","6009069.09384","2110944.60979","08TH ST: NATOMA ST intersection","N","Right","37.77666097335","-122.41215795393","2020 Nov 10 06:44:16 AM","23898","100","1",,,"0",,,"0","0","1","1","1",,"1",,,,"1","1","1","2",,"1","    (37.776660973346814, -122.41215795393178)"
"22165000-W-Left","22165000","5998397.29399","2089241.75556","DELANO AVE: OTTAWA AVE intersection","W","Left","37.7165145156","-122.44735336259","2020 Nov 10 06:44:16 AM","11528","-2",,,,,,,,,,,,,,,,,,,,,"N12","0","    (37.71651451559768, -122.44735336258833)"
"25858000-NW-Left","25858000","6005672.28993","2109311.51266","OCTAVIA ST: WALLER ST intersection","NW","Left","37.77200464582","-122.42367777511","2020 Nov 10 06:44:16 AM","31856","-1",,,,,,,,,,,,,,,,,,,,,"Y24","0","    (37.77200464581964, -122.42367777510738)"
"24477000-SW-Right","24477000","6006180.19771","2112618.15369","ELM ST: FRANKLIN ST intersection","SW","Right","37.78128637349","-122.42218671032","2020 Nov 10 06:44:16 AM","24790","-2",,,,,,,,,,,,,,,,,,,,,"N12","0","    (37.781286373486196, -122.42218671032381)"
"25170000-NW-Left","25170000","6007392.64443","2114409.29709","GEARY ST: LARKIN ST intersection","NW","Left","37.7861010259","-122.41808809822","2020 Nov 10 06:44:16 AM","28019","100","1",,,"0",,,"0","0","1","1","1",,"1",,,,"1","1","1","2",,"1","    (37.7861010259008, -122.4180880982246)"
"23438000-NE-Left","23438000","5983990.87595","2098175.76197","40TH AVE: ULLOA ST intersection","NE","Left","37.74019085223","-122.49805903536","2020 Nov 10 06:44:16 AM","18611","80","0","1","0","0","0","0","0","0","1","1","1",,"0",,"1","1","1","1","0","2",,"1","    (37.74019085222929, -122.4980590353552)"
"21426000-N-Left","21426000","6001657.66082","2088364.40495","GENEVA AVE: NAPLES ST intersection","N","Left","37.71420946959","-122.43617646496","2020 Nov 10 06:44:16 AM","7364","100","1",,,"0",,,"0","0","1","1","1",,"1",,,,"1","1","1","2",,"1","    (37.714209469587665, -122.4361764649554)"
"25073000-NE-Right","25073000","6009583.38546","2116465.23655","CALIFORNIA ST: MASON ST intersection","NE","Right","37.79183461477","-122.41081753363","2020 Nov 10 06:44:16 AM","27549","100","1",,,"0","0",,"0","0","1","1","1","1","1","0","1","1","1","1","1","2",,"1","    (37.79183461477276, -122.41081753363089)"
"26801000-NW-Right","26801000","6000742.68792","2113143.84883","BRODERICK ST: OFARRELL ST intersection","NW","Right","37.7822392167","-122.4409631303","2020 Nov 10 06:44:16 AM","37605","100","1",,,"0",,,"0","0","1","1","1",,"1",,,,"1","1","1","2",,"1","    (37.782239216700255, -122.4409631302955)"
"25132000-SE-Right","25132000","6008415.20505","2117909.02697","JONES ST: PACIFIC AVE intersection","SE","Right","37.79587730532","-122.41500545518","2020 Nov 10 06:44:16 AM","27824","98","1","0","0","0","1","0","0","0","1","1","0","1","1","0","1","1","1","1","1","1",,"1","    (37.79587730531507, -122.41500545518377)"
"305000-N-Right","305000","6012792.36749","2110944.07032","05TH ST: WELSH ST to BRANNAN ST (530 - 599)","N","Right","37.7769701766","-122.39925901485","2020 Nov 10 06:44:16 AM","52600","0",,,,,,,,,,,,,,,,,,,,,"Y44","0","    (37.77697017659924, -122.39925901485023)"
"26533000-SE-Right","26533000","6004354.41068","2115666.33821","CALIFORNIA ST: LAGUNA ST intersection","SE","Right","37.78953372703","-122.42890530897","2020 Nov 10 06:44:16 AM","35789","100","1",,,"0",,,"0","0","1","1","1",,"1",,,,"1","1","1","2",,"1","    (37.789533727031554, -122.42890530897301)"
"25405000-NE-Left","25405000","6009888.79889","2121270.17477","FRANCISCO ST: STOCKTON ST intersection","NE","Left","37.8050981538","-122.4101235897","2020 Nov 10 06:44:16 AM","50322","87","1","1","1","0",,"0","0","0","1","1","1",,"1",,,,"1","1","0","1",,"1","    (37.80509815380304, -122.41012358969938)"
"23209000-SE-Left","23209000","5989492.19664","2100347.87016","22ND AVE: RIVERA ST intersection","SE","Left","37.74663791313","-122.47916613971","2020 Nov 10 06:44:16 AM","17140","100","1","0",,"0","0",,"0","0","1","1","1",,"1",,"1","1","1","1","1","2",,"1","    (37.746637913132496, -122.47916613970757)"
"27334000-SW-Left","27334000","5989982.04441","2102415.25776","20TH AVE: ORTEGA ST intersection","SW","Left","37.75232908891","-122.47741497797","2020 Nov 10 06:44:16 AM","41044","100","1",,,"0",,,"0","0","1","1","1",,"1",,,,"1","1","1","2",,"1","    (37.75232908891485, -122.47741497797384)"
"27960000-SE-Right","27960000","5980942.53231","2105505.07704","JUDAH ST: LA PLAYA intersection","SE","Right","37.7602823082","-122.50914122274","2020 Nov 10 06:44:16 AM","45410","79","1","1","1","0","0","0","0","0","1","1","1","1","1","0","1","1","1","0","0","2",,"1","    (37.76028230819903, -122.50914122273598)"
"21820000-NE-Right","21820000","6005171.2601","2095980.81131","COLLEGE AVE: CRESCENT AVE \ MISSION ST intersection","NE","Right","37.73536985717","-122.42470256205","2020 Nov 10 06:44:16 AM","9601","-2",,,,,,,,,,,,,,,,,,,,,"N12","0","    (37.7353698571663, -122.42470256204639)"
"21862000-SW-Left","21862000","6003451.541095","2095413.969594","ROUSSEAU ST: SAN JOSE AVE intersection","SW","Left","37.73393254394","-122.4303685005","2020 Nov 10 06:44:16 AM","52074","-2",,,,,,,,,,,,,,,,,,,,,"N12","0","    (37.73393254393807, -122.43036850049724)"
"26234000-NE-Left","26234000","5997596.39172","2101027.09616","CITYVIEW WAY: KNOLLVIEW WAY intersection","NE","Left","37.74883302343","-122.45123843935","2020 Nov 10 06:44:16 AM","34034","-1",,,,,,,,,,,,,,,,,,,,,"Y24","0","    (37.74883302342653, -122.45123843935383)"
"26343000-SE-Right","26343000","5998946.40739","2109017.27244","ASHBURY ST: PAGE ST intersection","SE","Right","37.77093462714","-122.44712270064","2020 Nov 10 06:44:16 AM","34585","100","1","0","0","0",,,"0","0","1","1","1",,"1",,,,"1","1","1","2",,"1","    (37.770934627140086, -122.4471227006376)"
"20513000-NE-Left","20513000","6014357.14035","2094082.905","LATONA ST: THORNTON AVE intersection","NE","Left","37.73072894772","-122.39276042305","2020 Nov 10 06:44:16 AM","2458","-2",,,,,,,,,,,,,,,,,,,,,"N12","0","    (37.73072894772256, -122.39276042305264)"
"25178000-SW-Right","25178000","6007016.06251","2113599.99851","ELLIS ST: POLK ST intersection","SW","Right","37.78402910249","-122.41936416786","2020 Nov 10 06:44:16 AM","28082","100","1",,,"0","0",,"0","0","1","1","1","1","1","1","1","1","1","1","1","2",,"1","    (37.784029102493875, -122.41936416785838)"
"24068000-SW-Left","24068000","6007384.13789","2101469.26982","25TH ST: CAPP ST intersection","SW","Left","37.7507051694","-122.41720090558","2020 Nov 10 06:44:16 AM","22484","83","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","3",,"1","    (37.75070516940495, -122.41720090558466)"
"27534000-NW-Left","27534000","5988455.57371","2111257.1423","24TH AVE: BALBOA ST intersection","NW","Left","37.77635099225","-122.48339011995","2020 Nov 10 06:44:16 AM","42476","100","1",,,"0",,,"0","0","1","1","1",,"1",,,,"1","1","1","2",,"1","    (37.77635099224734, -122.48339011994582)"
"26464000-SW-Left","26464000","5998186.49159","2111682.91967","ROSELYN TER: TURK BLVD intersection","SW","Left","37.77827699469","-122.4497670793","2020 Nov 10 06:44:16 AM","35367","40","0","0","0","0",,"0","0","0","0","1","0",,"0",,,,"1","0","0","4",,"1","    (37.7782769946863, -122.449767079299)"
"23627000-NW-Center","23627000","6013887.451981","2102006.721828","25TH ST: DAKOTA ST \ TEXAS ST intersection","NW","Center","37.75242678718","-122.39458697758","2020 Nov 10 06:44:16 AM","52555","100","1",,,"0",,"0","0","0","1","1","1",,"1",,,,"1","1","1","2",,"1","    (37.75242678717826, -122.39458697757537)"
"25653000-NE-Right","25653000","6003956.94953","2102489.07159","23RD ST: BLANCHE ST intersection","NE","Right","37.75319284249","-122.42923412367","2020 Nov 10 06:44:16 AM","30576","92","1","0","0","0",,"0","0","0","1","1","1",,"1",,,,"1","0","1","1",,"1","    (37.75319284249155, -122.42923412367158)"
"27778000-NE-Left","27778000","5982824.71752","2104941.99877","43RD AVE: KIRKHAM ST intersection","NE","Left","37.75870014749","-122.50258170231","2020 Nov 10 06:44:16 AM","44146","100","1","0",,"0","0",,"0","0","1","1","1",,"1",,"1","1","1","1","1","2",,"1","    (37.75870014748771, -122.5025817023126)"
"21566000-W-Center-BT","21566000","5997992.24099","2088596.44944","CAYUGA AVE: MODOC AVE intersection","W","Right","37.7147726931","-122.44874245051","2020 Nov 10 06:44:16 AM","8125","100","1",,,"0",,,"0","0","1","1","1",,"1",,,,"1","1","1","2",,"1","    (37.71477269309635, -122.44874245050906)"
"27692000-SW-Right","27692000","5985325.69152","2102918.47","35TH AVE: NORIEGA ST intersection","SW","Right","37.75348476287","-122.49361854225","2020 Nov 10 06:44:16 AM","43473","0",,,,,,,,,,,,,,,,,,,,,"Y44","0","    (37.753484762866016, -122.49361854224752)"
"26804000-SE-Right","26804000","6000734.34476","2113616.45025","BRODERICK ST: GARDEN ST intersection","SE","Right","37.78364168044","-122.44125522671","2020 Nov 10 06:44:16 AM","37626","100","1",,,"0",,,"0","0","1","1","1",,"1",,,,"1","1","1","2",,"1","    (37.78364168044001, -122.44125522671379)"
"26067000-NE-Right","26067000","6001525.66043","2111509.20643","DIVISADERO ST: MCALLISTER ST intersection","NE","Right","37.77779417536","-122.4383655015","2020 Nov 10 06:44:16 AM","33232","100","1",,,"0",,,"0","0","1","1","1",,"1",,,,"1","1","1","2",,"1","    (37.7777941753618, -122.43836550149881)"
"22917000-N-Right","22917000","5993255.71995","2096962.61413","SANTA CLARA AVE: TERRACE DR intersection","N","Right","37.73739229474","-122.4657154606","2020 Nov 10 06:44:16 AM","15433","0",,,,,,,,,,,,,,,,,,,,,"Y44","0","    (37.737392294735734, -122.46571546060339)"
"33406000-NE-Left","33406000","5991560.62393","2094213.1964","JUNIPERO SERRA BLVD: MONCADA WAY intersection","NE","Left","37.7297839633","-122.4715486543","2020 Nov 10 06:44:16 AM","47845","100","1",,,"0",,,"0","0","1","1","1",,"1",,,,"1","1","1","2",,"1","    (37.72978396329621, -122.47154865429626)"
"20198000-N-Right-BT","20198000","6015962.63123","2095891.48767","CASHMERE ST: LA SALLE AVE intersection","N","Right","37.73566159478","-122.38717561578","2020 Nov 10 06:44:16 AM","770","100","1",,,"0",,,"0","0","1","1","1",,"1",,,,"1","1","1","2",,"1","    (37.73566159477822, -122.38717561577923)"
"23075000-NE-IB","23075000","5990664.75368","2094470.22345","19TH AVE: ROSSMOOR DR intersection","NE","IB","37.73036086691","-122.47473529409","2020 Nov 10 06:44:16 AM","51794","100","1",,,"0",,"0","0","0","1","1","1",,"1",,,,"1","1","1","2",,"1","    (37.730360866913614, -122.47473529409476)"
"25088000-SW-Left","25088000","6009061.21885","2116322.70173","CALIFORNIA ST: TAYLOR ST intersection","SW","Left","37.79162706141","-122.41246088131","2020 Nov 10 06:44:16 AM","27606","100","1",,,"0","0",,"0","0","1","1","1","1","1","0","1","1","1","1","1","2",,"1","    (37.791627061411575, -122.41246088131007)"
"25118000-NE-Left","25118000","6008838.07199","2118358.37023","BROADWAY: TAYLOR ST intersection","NE","Left","37.79703850109","-122.41355854433","2020 Nov 10 06:44:16 AM","27764","0",,,,,,,,,,,,,,,,,,,,,"Y30","0","    (37.797038501093745, -122.41355854432966)"
"25727000-SW-Left","25727000","6004128.75595","2107153.20268","15TH ST: CHURCH ST intersection","SW","Left","37.76612999954","-122.42881914742","2020 Nov 10 06:44:16 AM","31038","48","0","0","1","1","0",,"0","0","1","1","0","1","0","0","1","1","1","1","0","4",,"1","    (37.76612999953619, -122.42881914741703)"
"24571000-NW-Left","24571000","6013566.97198","2118006.62487","DRUMM ST: WASHINGTON ST intersection","NW","Left","37.79634684623","-122.39695783953","2020 Nov 10 06:44:16 AM","25228","100","1",,,"0",,,"0","0","1","1","1",,"1",,,,"1","1","1","2",,"1","    (37.79634684623228, -122.39695783953269)"
"20392000-NE-Left","20392000","6008392.34683","2088128.22268","LELAND AVE: LOEHR ST intersection","NE","Left","37.71406317055","-122.41296013688","2020 Nov 10 06:44:16 AM","1729","0",,,,,,,,,,,,,,,,,,,,,"Y29","0","    (37.714063170549, -122.41296013688208)"
"24680000-NW-Right","24680000","6012338.79563","2116126.23493","BUSH ST: TREASURY PL intersection","NW","Right","37.79112797955","-122.40112990446","2020 Nov 10 06:44:16 AM","25716","0",,,,,,"1",,,,,,,,,,,,,,,"Y32","0","    (37.79112797954601, -122.40112990445746)"
"21443000-N-Right","21443000","6001152.67332","2089123.08224","AMAZON AVE: LISBON ST intersection","N","Right","37.71631958777","-122.43790055487","2020 Nov 10 06:44:16 AM","7464","100","1",,,"0",,,"0","0","1","1","1",,"1",,,,"1","1","1","2",,"1","    (37.716319587772176, -122.43790055486683)"
"21043000-SW-Left","21043000","6008814.5366","2095591.73302","CRESCENT AVE: NEVADA ST intersection","SW","Left","37.73463845158","-122.41182608966","2020 Nov 10 06:44:16 AM","5218","-2",,,,,,,,,,,,,,,,,,,,,"N12","0","    (37.734638451580274, -122.41182608966137)"
"21306000-SE-Right","21306000","6007165.90145","2100868.77824","26TH ST: MISSION ST intersection","SE","Right","37.74904127333","-122.41813525208","2020 Nov 10 06:44:16 AM","6665","87","1","1","1","0",,"1","0","0","1","1","1",,"1",,,,"1","1","0","2",,"1","    (37.7490412733311, -122.41813525207539)"
"20921000-NE-Right","20921000","6009189.79799","2093392.00218","FELTON ST: HAMILTON ST intersection","NE","Right","37.72848758773","-122.41051914023","2020 Nov 10 06:44:16 AM","4619","0",,,,,,,,,,,,,,,,,,,,,"Y44","0","    (37.72848758772723, -122.41051914022786)"
"22707000-SE-Right","22707000","5993221.34568","2091769.17833","DE SOTO ST: URBANO DR intersection","SE","Right","37.72326480152","-122.4656583827","2020 Nov 10 06:44:16 AM","14269","100","1",,,"0",,"0","0","0","1","1","1",,"1",,,,"1","1","1","2",,"1","    (37.72326480152427, -122.46565838270344)"
"20655000-NE-Left","20655000","6010351.49744","2093741.5274","BRUSSELS ST: FELTON ST intersection","NE","Left","37.72951814689","-122.40657785403","2020 Nov 10 06:44:16 AM","3235","100","1",,,"0","0",,"0","0","1","1","1",,"1",,"1","1","1","1","1","2",,"1","    (37.729518146894776, -122.40657785403008)"
"23036000-SW-Left","23036000","5989681.30223","2089207.21232","GONZALEZ DR: JOSEPHA AVE intersection","SW","Left","37.71601421284","-122.47750075102","2020 Nov 10 06:44:16 AM","16043","0",,,,,,,,,,,,,,,,,,,,,"Y44","0","    (37.716014212841756, -122.47750075102239)"
"21803000-SE-Left","21803000","6001191.32153","2092922.77379","CAPISTRANO AVE: SANTA YSABEL AVE intersection","SE","Left","37.72687169017","-122.43816091511","2020 Nov 10 06:44:16 AM","9487","-2",,,,,,,,,,,,,,,,,,,,,"N12","0","    (37.72687169016954, -122.43816091511171)"
"24166000-SW-Left","24166000","6006414.37506","2105838.20301","LEXINGTON ST: SYCAMORE ST intersection","SW","Left","37.76262484658","-122.42090062507","2020 Nov 10 06:44:16 AM","23167","-1",,,,,,,,,,,,,,,,,,,,,"Y24","0","    (37.762624846583726, -122.42090062507036)"
"25967000-N-Left","25967000","6003915.85339","2111842.02743","MCALLISTER ST: WEBSTER ST intersection","N","Left","37.7788509146","-122.43004726516","2020 Nov 10 06:44:16 AM","50335","100","1",,,"0",,,"0","0","1","1","1",,"1",,,,"1","1","1","2",,"1","    (37.778850914600106, -122.43004726515694)"
"23133000-NE-Left-BT","23133000","5987328.00346","2095217.11336","MIDDLEFIELD DR: OCEAN AVE intersection","NE","Left","37.73223797178","-122.48627418932","2020 Nov 10 06:44:16 AM","16575","100","1",,,"0",,,"0","0","1","1","1",,"1",,,,"1","1","1","2",,"1","    (37.732237971778524, -122.48627418932433)"
"25137000-SE-Right","25137000","6007729.4036","2113012.41799","DODGE ST: TURK ST intersection","SE","Right","37.78242040454","-122.41698299564","2020 Nov 10 06:44:16 AM","27837","-2",,,,,,,,,,,,,,,,,,,,,"N12","0","    (37.78242040454487, -122.41698299564406)"
"25130000-SW-Left","25130000","6008833.27311","2117966.55277","PACIFIC AVE: TAYLOR ST intersection","SW","Left","37.79608353887","-122.41336618328","2020 Nov 10 06:44:16 AM","27816","100","1",,,"0",,,"0","0","1","1","1",,"1",,,,"1","1","1","2",,"1","    (37.79608353887324, -122.4133661832833)"
"26455000-SE-Right","26455000","5998551.78187","2111385.46193","GOLDEN GATE AVE: TAMALPAIS TER intersection","SE","Right","37.77743287851","-122.44868331838","2020 Nov 10 06:44:16 AM","35332","-2",,,,,,"0",,,,,,,,,,,,,,,"N04","0","    (37.777432878509515, -122.44868331837942)"
"24339000-NE-Left","24339000","6007708.60673","2107974.14067","14TH ST: SHOTWELL ST intersection","NE","Left","37.76847135522","-122.41670736888","2020 Nov 10 06:44:16 AM","24080","100","1","0",,"0","0",,"0","0","1","1","1",,"1",,"1","1","1","1","1","2",,"1","    (37.768471355221706, -122.41670736887966)"
"24301000-S-Left","24301000","6009394.50493","2110871.49248","HOWARD ST: SUMNER ST intersection","S","Left","37.7766898188","-122.41101441802","2020 Nov 10 06:44:16 AM","23891","-2",,,,,,,,,,,,,,,,,,,,,"N12","0","    (37.776689818798296, -122.41101441802094)"
"26310000-NE-Right","26310000","5996377.29081","2106627.06528","HILL POINT AVE: PARNASSUS AVE intersection","NE","Right","37.76407005642","-122.45578106549","2020 Nov 10 06:44:16 AM","34384","100","1","1","1","0","0",,"0","0","1","1","1","1","1","1","1","1","1","1","1","2",,"1","    (37.76407005641915, -122.45578106548703)"
"20733000-N-Right","20733000","6012420.50085","2095311.40484","QUINT ST: TOPEKA AVE intersection","N","Right","37.73395770252","-122.39937988543","2020 Nov 10 06:44:16 AM","3603","100","1",,,"0",,,"0","0","1","1","1",,"1",,,,"1","1","1","2",,"1","    (37.73395770251831, -122.39937988543177)"
"26794000-NE-Right","26794000","6001778.55067","2121378.57318","RETIRO WAY: RICO WAY intersection","NE","Right","37.8049296428","-122.43814172654","2020 Nov 10 06:44:16 AM","37558","-2",,,,,,,,,,,,,,,,,,,,,"N04","0","    (37.80492964280445, -122.43814172653987)"
"21476000-N-Left","21476000","6000575.01174","2088658.07628","PARIS ST: ROLPH ST intersection","N","Left","37.71501440804","-122.43990553995","2020 Nov 10 06:44:16 AM","7628","100","1",,,"0",,,"0","0","1","1","1",,"1",,,,"1","1","1","2",,"1","    (37.715014408037256, -122.43990553994992)"
"21208000-SW-Right","21208000","6007893.06436","2097166.91261","ANDERSON ST: CORTLAND AVE intersection","SW","Right","37.73893289901","-122.41518362659","2020 Nov 10 06:44:16 AM","6160","100","1",,,"0",,,"0","0","1","1","1",,"1",,,,"1","1","1","2",,"1","    (37.73893289901304, -122.41518362659315)"
"27933000-SE-Left","27933000","5982219.39786","2104177.53081","45TH AVE: LAWTON ST intersection","SE","Left","37.75674028012","-122.50459413771","2020 Nov 10 06:44:16 AM","45228","100","1","0","0","0","0",,"0","0","1","1","1",,"1",,"1","1","1","1","1","2",,"1","    (37.756740280117135, -122.5045941377109)"
"20562000-NW-Left","20562000","6011918.50316","2090382.2687","ORDWAY ST: SAN BRUNO AVE intersection","NW","Left","37.72040886923","-122.4007358181","2020 Nov 10 06:44:16 AM","2689","100","1",,,"0",,,"0","0","1","1","1",,"1",,,,"1","1","1","2",,"1","    (37.72040886922907, -122.40073581809607)"
"26678000-NW-Right","26678000","6002060.14755","2117751.49054","STEINER ST: VALLEJO ST intersection","NW","Right","37.79501600837","-122.43676097507","2020 Nov 10 06:44:16 AM","36842","100","1","0","1","0",,"0","0","0","1","1","1",,"1",,,,"1","1","1","2",,"1","    (37.79501600836749, -122.43676097507412)"
"22899000-N-Right","22899000","5994270.78419","2100992.76519","FOREST HILL PATH: LOPEZ AVE \ PACHECO ST intersection","N","Right","37.74851379858","-122.46268716691","2020 Nov 10 06:44:16 AM","15314","0",,,,,,,,,,,,,,,,,,,,,"Y44","0","    (37.74851379857823, -122.46268716691348)"
"22957000-E-Left","22957000","5993767.12575","2098466.17379","CLAREMONT BLVD: DORCHESTER WAY intersection","E","Left","37.74162541169","-122.46430234945","2020 Nov 10 06:44:16 AM","15687","68",,,,"0","0","0","0","0","1","1","0","1","1","0","1","0","1","1",,"3",,"1","    (37.74162541168805, -122.46430234945144)"
"25216000-NE-Left","25216000","6005968.66762","2114549.11571","FRANKLIN ST: PETER YORKE WAY \ POST ST intersection","NE","Left","37.78640230615","-122.4232138725","2020 Nov 10 06:44:16 AM","28338","100","1",,,"0",,,"0","0","1","1","1",,"1",,,,"1","1","1","2",,"1","    (37.786402306151, -122.42321387249638)"
"26819000-NE-Right","26819000","6001385.49831","2115985.37825","CLAY ST: SCOTT ST intersection","NE","Right","37.79008143633","-122.43913598269","2020 Nov 10 06:44:16 AM","37742","100","1",,,"0",,,"0","0","1","1","1",,"1",,,,"1","1","1","2",,"1","    (37.79008143632521, -122.43913598269432)"
"21901000-SW-Right","21901000","6005166.74567","2100458.98477","CESAR CHAVEZ ST: DOLORES ST intersection","SW","Right","37.74783029022","-122.42476828096","2020 Nov 10 06:44:16 AM","10062","100","1","0","0","0","0","0","0","0","1","1","1","1","1","0","1","1","1","1","1","2",,"1","    (37.74783029021717, -122.42476828095798)"
"32852000-N-Right","32852000","5992825.88452","2108581.10435","MUSIC CONCOURSE ACCESS RD: MUSIC CONCOURSE DR intersection","N","Right","37.76920674327","-122.46801747897","2020 Nov 10 06:44:16 AM","46758","85","1","1","1","0",,"0","0","0","1","1","1",,"0",,,,"1","1","0","2",,"1","    (37.769206743268235, -122.46801747896544)"
"23180000-NE-Left","23180000","5991401.66854","2099384.86815","16TH AVE: CECILIA AVE intersection","NE","Left","37.74392532199","-122.47252942531","2020 Nov 10 06:44:16 AM","16900","-1",,,,,,,,,,,,,,,,,,,,,"Y24","0","    (37.74392532198597, -122.4725294253129)"
"26686000-SE-Left","26686000","6005861.1826","2118920.49771","UNION ST: VAN NESS AVE intersection","SE","Left","37.79855243984","-122.42398214514","2020 Nov 10 06:44:16 AM","36911","0",,,,,,,,,,,,,,,,,,,,,"Y44","0","    (37.79855243984027, -122.42398214513852)"
"25098000-SE-Left","25098000","6009448.41263","2117387.59002","MASON ST: WASHINGTON ST intersection","SE","Left","37.79452663923","-122.41136404289","2020 Nov 10 06:44:16 AM","27681","0",,,,,,,,,,,,,,,,,,,,,"Y44","0","    (37.794526639228586, -122.41136404289196)"
"22702000-NE-Right","22702000","5992752.25803","2090518.00465","ARCH ST: GARFIELD ST intersection","NE","Right","37.71967199223","-122.46715281737","2020 Nov 10 06:44:16 AM","14228","100","1",,,"0",,,"0","0","1","1","1",,"1",,,,"1","1","1","2",,"1","    (37.719671992227155, -122.46715281737065)"
"23772000-SW-Left","23772000","6011471.20091","2106021.8739","KANSAS ST: MARIPOSA ST intersection","SW","Left","37.76344515339","-122.40341249658","2020 Nov 10 06:44:16 AM","20650","100","1",,,"0",,,"0","0","1","1","1",,"1",,,,"1","1","1","2",,"1","    (37.763445153388254, -122.40341249658165)"
"25538000-W-Left","25538000","6007251.05154","2118932.67715","DELGADO PL: HYDE ST intersection","W","Left","37.79856537961","-122.41892070453","2020 Nov 10 06:44:16 AM","29882","-2",,,,,,,,,,,,,,,,,,,,,"N12","0","    (37.79856537960841, -122.4189207045266)"
"26055000-SW-Left","26055000","6002001.99478","2111171.61196","FULTON ST: SCOTT ST intersection","SW","Left","37.77706806639","-122.43650723238","2020 Nov 10 06:44:16 AM","33144","100","1",,,"0",,,"0","0","1","1","1",,"1",,,,"1","1","1","2",,"1","    (37.777068066393774, -122.43650723238002)"
"23175000-SE-Right","23175000","5989304.12352","2096947.31561","23RD AVE: WAWONA ST intersection","SE","Right","37.73726603139","-122.47960169059","2020 Nov 10 06:44:16 AM","16864","-2",,,,,,,,,,,,,,,,,,,,,"N12","0","    (37.73726603139417, -122.47960169058739)"
"26800000-SE-Right","26800000","6001351.78512","2112818.6861","DIVISADERO ST: ELLIS ST intersection","SE","Right","37.78152033884","-122.4391139363","2020 Nov 10 06:44:16 AM","37600","100","1",,,"0",,,"0","0","1","1","1",,"1",,,,"1","1","1","2",,"1","    (37.78152033883861, -122.4391139362964)"
"21199000-NE-Left","21199000","6006842.37749","2095436.02237","BENTON AVE: ROSCOE ST intersection","NE","Left","37.73401677193","-122.41881611732","2020 Nov 10 06:44:16 AM","6094","0",,,,,,,,,,,,,,,,,,,,,"Y44","0","    (37.73401677193149, -122.41881611732276)"
"27248000-NE-Left","27248000","5994681.89492","2112879.69352","04TH AVE: GEARY BLVD intersection","NE","Left","37.7811109816","-122.46213927863","2020 Nov 10 06:44:16 AM","40427","67","1","1","1","0",,"0","0","0","1","1","1",,"1",,,,"1","0","0","3",,"1","    (37.781110981599014, -122.4621392786341)"
"22826000-W-Right","22826000","5994918.44169","2097582.22346","JUANITA WAY: MIRALOMA DR intersection","W","Right","37.73928188279","-122.46001470418","2020 Nov 10 06:44:16 AM","14954","-1",,,,,,,,,,,,,,,,,,,,,"Y24","0","    (37.739281882788596, -122.46001470417853)"
"21963000-NE-Left-BT","21963000","6002396.84622","2097753.57019","ADDISON ST: FARNUM ST intersection","NE","Left","37.74011572216","-122.43432911383","2020 Nov 10 06:44:16 AM","10433","100","1",,,"0",,,"0","0","1","1","1",,"1",,,,"1","1","1","2",,"1","    (37.740115722163786, -122.43432911382573)"
"21333000-SW-Left","21333000","6005965.25916","2099049.35963","29TH ST: TIFFANY AVE intersection","SW","Left","37.74397943985","-122.42197676594","2020 Nov 10 06:44:16 AM","6821","0",,,,,,,,,,,,,,,,,,,,,"Y44","0","    (37.74397943984574, -122.42197676594377)"
"20560000-SW-Right","20560000","6011529.4521","2089719.87665","BRUSSELS ST: WARD ST intersection","SW","Right","37.71872068129","-122.40210258522","2020 Nov 10 06:44:16 AM","2684","0",,,,,,,,,,,,,,,,,,,,,"Y29","0","    (37.71872068129458, -122.4021025852211)"
"25990000-SE-Left","25990000","6003093.10513","2108888.61883","POTOMAC ST: WALLER ST intersection","SE","Left","37.77086089784","-122.43271726239","2020 Nov 10 06:44:16 AM","32703","100","1",,,"0",,,"0","0","1","1","1",,"1",,,,"1","1","1","2",,"1","    (37.7708608978429, -122.43271726238787)"
"20113000-N-Right","20113000","6015504.17644","2091672.47052","ARMSTRONG AVE: INGALLS ST intersection","N","Right","37.72410022124","-122.38849620789","2020 Nov 10 06:44:16 AM","342","100","1",,,"0",,,"0","0","1","1","1",,"1",,,,"1","1","1","2",,"1","    (37.724100221237954, -122.38849620789466)"
